# blastp
# Iteration: 0
# Query: KAE8371401.1 trypsin-like cysteine/serine peptidase domain-containing protein [Aspergillus bertholletius]
# RID: 7SXE6CFV014
# Database: nr_v5
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score, % positives
# 716 hits found
KAE8371401.1	KAF1925973.1	32.530	249	148	5	13	248	2	243	2.62e-31	122	53.41
KAE8371401.1	PWN53406.1	36.742	264	141	13	1	249	30	282	3.50e-31	123	52.65
KAE8371401.1	KAF3042682.1	34.783	230	137	5	24	248	27	248	4.24e-31	122	53.48
KAE8371401.1	KAF2271136.1	36.967	211	117	5	24	226	29	231	1.05e-30	121	52.61
KAE8371401.1	KAF2867076.1	34.052	232	139	6	24	249	27	250	1.17e-30	121	53.02
KAE8371401.1	KAF2130696.1	32.479	234	140	6	22	247	32	255	2.19e-30	120	53.85
KAE8371401.1	KAF3039650.1	33.600	250	144	6	13	248	7	248	2.42e-30	120	51.60
KAE8371401.1	KAF1359111.1	35.193	233	132	6	24	248	17	238	3.13e-30	119	52.36
KAE8371401.1	KKY36680.1	34.906	212	128	3	20	226	45	251	5.42e-30	120	52.83
KAE8371401.1	XP_001796366.1	34.450	209	127	4	24	226	36	240	5.98e-30	119	52.63
KAE8371401.1	KAF2622929.1	34.615	234	133	7	24	248	17	239	1.76e-29	117	52.14
KAE8371401.1	KZM26923.1	34.052	232	139	6	24	249	27	250	3.78e-29	117	53.02
KAE8371401.1	KAF2024016.1	35.577	208	125	3	24	226	40	243	4.16e-29	117	53.37
KAE8371401.1	KNG51985.1	35.023	217	120	6	15	220	28	234	8.05e-29	116	52.53
KAE8371401.1	KAF1832667.1	35.047	214	125	5	15	220	28	235	1.05e-28	116	51.40
KAE8371401.1	KAF2153260.1	34.468	235	141	6	20	248	24	251	1.29e-28	115	51.49
KAE8371401.1	EHK98516.1	34.199	231	139	5	24	248	43	266	1.58e-28	116	51.95
KAE8371401.1	XP_008084549.1	34.199	231	139	5	24	248	53	276	1.65e-28	116	51.95
KAE8371401.1	XP_025441762.1	32.367	207	127	5	24	222	22	223	4.56e-28	114	52.66
KAE8371401.1	KAF2683686.1	32.340	235	141	6	24	253	30	251	5.13e-28	114	53.62
KAE8371401.1	XP_003842467.1	31.304	230	146	4	24	248	40	262	6.31e-28	114	52.61
KAE8371401.1	KAF2711323.1	34.783	230	138	4	24	248	32	254	7.10e-28	114	50.00
KAE8371401.1	KAF1978553.1	35.885	209	114	5	24	220	33	233	9.91e-28	114	50.72
KAE8371401.1	KAF2018272.1	32.536	209	129	5	24	226	12	214	1.01e-27	113	54.07
KAE8371401.1	KAF2791175.1	33.043	230	143	4	24	248	27	250	1.43e-27	113	50.43
KAE8371401.1	XP_001795961.1	34.529	223	133	6	20	236	33	248	1.48e-27	113	52.91
KAE8371401.1	KAF2444876.1	33.929	224	134	5	18	232	29	247	1.66e-27	113	51.79
KAE8371401.1	XP_003842212.1	34.483	203	120	5	24	220	40	235	2.16e-27	113	50.74
KAE8371401.1	XP_007296805.1	35.319	235	137	6	24	252	37	262	2.75e-27	112	50.21
KAE8371401.1	KZM19972.1	35.266	207	121	4	23	220	31	233	2.90e-27	112	52.66
KAE8371401.1	RGP69575.1	32.857	210	127	5	24	226	26	228	2.99e-27	112	54.76
KAE8371401.1	XP_031007468.1	35.122	205	120	4	24	220	34	233	3.47e-27	112	54.15
KAE8371401.1	KAF1946864.1	33.750	240	136	7	20	251	33	257	3.94e-27	112	48.75
KAE8371401.1	KAF2646320.1	35.545	211	120	5	24	226	29	231	4.58e-27	112	49.76
KAE8371401.1	KAF2756540.1	36.181	199	116	4	24	217	2	194	9.35e-27	110	52.26
KAE8371401.1	OWY58130.1	33.603	247	142	7	15	250	28	263	9.42e-27	111	49.80
KAE8371401.1	XP_028512044.1	33.603	247	142	7	15	250	28	263	9.83e-27	111	49.80
KAE8371401.1	KAB2105398.1	33.603	247	142	7	15	250	28	263	9.83e-27	111	49.80
KAE8371401.1	OJI99917.1	32.821	195	114	6	22	210	15	198	1.02e-26	110	54.87
KAE8371401.1	KNG47033.1	34.171	199	121	3	24	217	39	232	1.09e-26	111	53.27
KAE8371401.1	KAF1917785.1	34.978	223	132	5	20	236	35	250	1.10e-26	111	50.67
KAE8371401.1	XP_028494082.1	34.454	238	137	6	1	226	3	233	1.43e-26	110	47.06
KAE8371401.1	XP_003002233.1	34.454	238	137	6	1	226	3	233	1.49e-26	110	47.06
KAE8371401.1	XP_009653342.1	34.454	238	137	6	1	226	3	233	1.55e-26	110	47.06
KAE8371401.1	KIL93961.1	32.692	208	130	5	24	226	27	229	1.76e-26	110	53.85
KAE8371401.1	XP_031021448.1	32.857	210	127	5	24	226	34	236	1.90e-26	110	55.24
KAE8371401.1	GFF57184.1	31.984	247	164	3	2	247	3	246	1.95e-26	110	48.99
KAE8371401.1	RMZ73582.1	35.294	221	128	6	15	226	46	260	2.00e-26	110	51.13
KAE8371401.1	XP_018389611.1	33.603	247	142	7	15	250	28	263	2.01e-26	110	49.80
KAE8371401.1	GFG27669.1	31.984	247	164	3	2	247	3	246	2.22e-26	110	48.99
KAE8371401.1	CRK21675.1	34.034	238	138	6	1	226	3	233	2.50e-26	110	47.06
KAE8371401.1	KAE8165727.1	32.618	233	137	8	24	247	21	242	2.57e-26	109	51.50
KAE8371401.1	CEL09341.1	35.865	237	131	8	22	250	20	243	2.77e-26	109	51.90
KAE8371401.1	XP_020054148.1	33.163	196	120	4	24	213	27	217	2.87e-26	110	51.53
KAE8371401.1	KPA36746.1	31.905	210	129	5	24	226	26	228	3.10e-26	109	54.29
KAE8371401.1	KAF3052402.1	35.749	207	119	5	21	218	29	230	3.36e-26	109	50.24
KAE8371401.1	KGO68710.1	34.615	208	124	5	19	220	15	216	3.43e-26	109	51.92
KAE8371401.1	PSN66940.1	33.333	219	128	6	23	236	16	221	3.81e-26	108	52.97
KAE8371401.1	XP_001268516.1	32.389	247	163	3	2	247	3	246	4.35e-26	109	48.18
KAE8371401.1	XP_025508514.1	31.401	207	128	6	24	222	22	222	4.38e-26	109	51.69
KAE8371401.1	KAF2753830.1	34.500	200	122	5	24	220	29	222	4.39e-26	109	53.00
KAE8371401.1	XP_003051405.1	32.381	210	128	5	24	226	25	227	5.19e-26	108	53.33
KAE8371401.1	GAO90408.1	31.579	247	165	3	2	247	3	246	6.76e-26	108	48.99
KAE8371401.1	OBS22692.1	32.093	215	132	5	19	226	80	287	6.87e-26	110	53.02
KAE8371401.1	KAF2818518.1	34.722	216	124	6	20	226	37	244	7.62e-26	108	50.00
KAE8371401.1	KAF1918201.1	32.328	232	145	5	24	249	37	262	7.79e-26	108	49.57
KAE8371401.1	XP_018038441.1	33.028	218	133	4	24	232	34	247	8.38e-26	108	50.46
KAE8371401.1	XP_014540186.1	34.300	207	116	7	24	220	30	226	9.09e-26	108	50.24
KAE8371401.1	TVY31787.1	33.659	205	123	4	24	220	34	233	9.70e-26	108	54.63
KAE8371401.1	PYI24068.1	32.984	191	117	4	24	208	1	186	9.77e-26	108	50.79
KAE8371401.1	XP_018389683.1	33.014	209	129	4	24	226	39	242	9.91e-26	108	53.11
KAE8371401.1	XP_009254244.1	33.180	217	130	6	24	232	27	236	1.01e-25	108	54.84
KAE8371401.1	RYO01369.1	33.014	209	129	4	24	226	39	242	1.02e-25	108	53.11
KAE8371401.1	RYO25589.1	33.014	209	129	4	24	226	39	242	1.04e-25	108	53.11
KAE8371401.1	XP_008028433.1	33.810	210	123	6	20	220	32	234	1.04e-25	108	53.33
KAE8371401.1	KAF2851730.1	34.804	204	117	4	24	220	40	234	1.06e-25	108	50.49
KAE8371401.1	XP_025531739.1	32.984	191	117	4	24	208	1	186	1.11e-25	107	50.79
KAE8371401.1	XP_025594206.1	31.081	222	138	6	19	232	20	234	1.20e-25	108	52.70
KAE8371401.1	CEJ90625.1	33.333	228	135	8	1	220	1	219	1.43e-25	107	49.56
KAE8371401.1	OPB42272.1	32.692	208	130	3	24	226	29	231	1.44e-25	107	51.92
KAE8371401.1	XP_013954396.1	31.356	236	146	5	24	251	30	257	1.62e-25	107	49.58
KAE8371401.1	XP_018076546.1	34.975	203	119	5	24	220	7	202	1.75e-25	107	52.71
KAE8371401.1	RGP78819.1	30.233	215	136	5	19	226	22	229	2.02e-25	107	53.02
KAE8371401.1	KZL65301.1	33.971	209	124	4	23	226	29	228	2.51e-25	107	52.63
KAE8371401.1	CEJ81187.1	33.649	211	122	6	19	220	21	222	3.01e-25	107	48.82
KAE8371401.1	KAF1926945.1	34.314	204	120	5	24	218	32	230	3.87e-25	107	50.00
KAE8371401.1	PNP76503.1	32.093	215	130	6	19	226	24	229	4.12e-25	106	52.09
KAE8371401.1	CEJ95164.1	34.234	222	129	9	18	236	19	226	5.50e-25	106	50.90
KAE8371401.1	KAF3048346.1	34.361	227	127	7	21	238	29	242	7.19e-25	108	48.02
KAE8371401.1	OAL01786.1	33.632	223	137	5	20	236	33	250	1.01e-24	105	51.57
KAE8371401.1	PTD08981.1	31.356	236	139	7	24	252	27	246	1.10e-24	105	52.54
KAE8371401.1	XP_011325183.1	31.356	236	139	7	24	252	27	246	1.23e-24	105	52.54
KAE8371401.1	KAF2221279.1	32.877	219	134	5	24	236	30	241	1.41e-24	105	47.95
KAE8371401.1	KPM34604.1	30.315	254	150	8	11	248	15	257	1.77e-24	105	50.79
KAE8371401.1	PVH94868.1	36.453	203	118	5	24	220	32	229	1.79e-24	105	52.22
KAE8371401.1	CAL25577.1	32.212	208	131	3	24	226	29	231	1.93e-24	105	50.96
KAE8371401.1	KKP06711.1	31.356	236	146	5	24	251	30	257	2.09e-24	105	49.15
KAE8371401.1	KAF3072081.1	32.212	208	131	3	24	226	29	231	2.14e-24	104	50.96
KAE8371401.1	XP_024776337.1	32.212	208	131	3	24	226	29	231	2.21e-24	104	50.96
KAE8371401.1	KFH43498.1	33.168	202	125	4	24	220	29	225	2.42e-24	104	49.50
KAE8371401.1	RSL49171.1	32.692	208	130	4	24	226	25	227	3.12e-24	104	54.33
KAE8371401.1	KKP04050.1	32.212	208	131	3	24	226	29	231	3.18e-24	104	50.96
KAE8371401.1	KAF2640584.1	33.333	219	131	5	24	232	38	251	3.32e-24	104	51.14
KAE8371401.1	PNP50984.1	32.212	208	131	3	24	226	29	231	3.54e-24	104	50.96
KAE8371401.1	EGU81637.1	32.093	215	130	6	19	226	20	225	5.49e-24	103	51.16
KAE8371401.1	XP_024779608.1	30.932	236	147	5	24	251	30	257	5.54e-24	103	49.15
KAE8371401.1	XP_001592294.1	34.673	199	112	6	24	213	41	230	5.77e-24	103	53.77
KAE8371401.1	OJJ60593.1	31.553	206	123	7	22	221	15	208	6.59e-24	102	52.91
KAE8371401.1	KXJ86523.1	33.493	209	129	4	24	226	45	249	7.39e-24	103	48.80
KAE8371401.1	KAE8419618.1	33.333	198	114	5	22	210	20	208	7.59e-24	103	51.52
KAE8371401.1	RSL66647.1	33.810	210	125	5	24	226	25	227	1.10e-23	102	53.33
KAE8371401.1	OPB36132.1	31.356	236	146	5	24	251	30	257	1.26e-23	102	48.31
KAE8371401.1	KFG77596.1	31.884	207	121	7	24	220	30	226	1.33e-23	102	51.21
KAE8371401.1	GFF25306.1	33.475	236	129	10	24	249	22	239	1.35e-23	102	52.12
KAE8371401.1	XP_018252424.1	31.628	215	131	6	19	226	20	225	1.44e-23	102	51.16
KAE8371401.1	P35049.1	31.628	215	131	6	19	226	20	225	1.52e-23	102	51.16
KAE8371401.1	OQD98645.1	42.718	103	59	0	23	125	9	111	1.54e-23	99.4	68.93
KAE8371401.1	KAB8265015.1	31.008	258	140	10	1	249	9	237	1.69e-23	102	48.84
KAE8371401.1	XP_022389017.1	32.766	235	132	9	24	249	22	239	1.75e-23	102	49.79
KAE8371401.1	RYC87346.1	31.628	215	131	6	19	226	20	225	1.75e-23	102	51.16
KAE8371401.1	XP_031031185.1	31.628	215	131	6	19	226	20	225	1.93e-23	102	51.16
KAE8371401.1	1GDU_A	31.905	210	127	6	24	226	1	201	2.31e-23	101	51.43
KAE8371401.1	XP_031937873.1	31.008	258	140	10	1	249	42	270	2.46e-23	102	48.84
KAE8371401.1	TVY42980.1	33.668	199	119	4	30	220	44	237	2.47e-23	101	52.26
KAE8371401.1	RSM20162.1	32.857	210	127	5	24	226	25	227	2.66e-23	102	53.81
KAE8371401.1	RTE84620.1	32.857	210	127	5	24	226	25	227	2.72e-23	102	53.81
KAE8371401.1	KJK74714.1	31.884	207	121	7	24	220	93	289	2.90e-23	103	51.21
KAE8371401.1	1PPZ_A	31.905	210	127	6	24	226	1	201	2.94e-23	101	51.43
KAE8371401.1	XP_008602217.1	30.556	252	157	7	1	249	6	242	2.99e-23	101	46.83
KAE8371401.1	CAC80694.2	30.508	236	148	5	24	251	30	257	3.04e-23	102	48.73
KAE8371401.1	PNP51230.1	30.085	236	149	5	24	251	30	257	3.31e-23	101	49.58
KAE8371401.1	RMJ20128.1	32.857	210	127	5	24	226	25	227	3.46e-23	101	53.81
KAE8371401.1	RBR01797.1	31.628	215	131	6	19	226	20	225	3.50e-23	101	50.23
KAE8371401.1	XP_013958833.1	30.769	208	134	3	24	226	29	231	3.53e-23	101	50.48
KAE8371401.1	CVK85925.1	31.163	215	132	6	19	226	20	225	3.57e-23	101	50.70
KAE8371401.1	PYI34337.1	32.065	184	114	4	24	201	1	179	3.94e-23	100	50.54
KAE8371401.1	XP_007825781.1	32.995	197	113	6	24	210	30	217	4.21e-23	101	49.24
KAE8371401.1	XP_031927581.1	32.828	198	115	5	22	210	20	208	4.26e-23	101	51.01
KAE8371401.1	RFN54229.1	30.476	210	132	4	24	226	34	236	4.38e-23	101	52.86
KAE8371401.1	XP_007689198.1	32.780	241	139	7	20	252	27	252	4.43e-23	101	49.79
KAE8371401.1	XP_007701392.1	32.099	243	141	7	20	252	27	255	4.90e-23	101	49.79
KAE8371401.1	XP_018760148.1	31.628	215	131	6	19	226	20	225	5.10e-23	101	50.23
KAE8371401.1	PTB79283.1	33.014	209	131	4	19	220	23	229	5.17e-23	101	50.72
KAE8371401.1	KAF3057501.1	30.932	236	147	5	24	251	63	290	5.28e-23	102	48.73
KAE8371401.1	XP_007716292.1	32.099	243	141	7	20	252	27	255	5.67e-23	101	50.62
KAE8371401.1	RSL83135.1	32.857	210	127	5	24	226	25	227	6.15e-23	100	53.33
KAE8371401.1	XP_031078492.1	31.628	215	131	6	19	226	20	225	6.35e-23	100	50.23
KAE8371401.1	RDW75440.1	33.171	205	126	4	22	220	41	240	6.39e-23	101	51.22
KAE8371401.1	KIL87250.1	30.952	210	129	5	24	226	25	225	7.27e-23	100	50.00
KAE8371401.1	XP_015406501.1	31.915	235	134	9	24	249	22	239	7.51e-23	100	49.36
KAE8371401.1	KID96191.1	32.787	244	134	10	13	244	15	240	7.77e-23	104	48.77
KAE8371401.1	RAK74435.1	34.375	224	121	9	24	239	22	227	8.37e-23	100	48.21
KAE8371401.1	PVH72381.1	33.333	201	121	5	24	218	39	232	8.84e-23	100	51.74
KAE8371401.1	KAF3394469.1	34.343	198	113	5	22	210	21	210	9.33e-23	100	51.52
KAE8371401.1	RFU79935.1	31.687	243	141	8	19	248	23	253	1.01e-22	100	49.38
KAE8371401.1	1FN8_A	31.579	209	127	6	25	226	2	201	1.12e-22	99.8	51.20
KAE8371401.1	AER28315.1	30.508	236	148	5	24	251	30	257	1.38e-22	100	48.73
KAE8371401.1	XP_031945595.1	32.212	208	124	6	22	220	20	219	1.67e-22	99.8	51.44
KAE8371401.1	RDW58266.1	31.330	233	142	5	1	220	13	240	1.79e-22	100	50.21
KAE8371401.1	KAA8567096.1	32.292	192	120	3	24	210	39	225	1.97e-22	100	53.12
KAE8371401.1	BAF81546.1	31.905	210	129	5	24	226	25	227	2.02e-22	99.8	52.86
KAE8371401.1	KAF2635171.1	33.981	206	123	6	22	219	30	230	2.22e-22	99.8	49.51
KAE8371401.1	TGO83329.1	34.171	199	113	6	24	213	41	230	2.27e-22	99.8	53.77
KAE8371401.1	KAB8291309.1	32.292	192	120	3	24	210	39	225	2.33e-22	99.8	53.12
KAE8371401.1	KAF3033306.1	31.004	229	123	7	24	220	32	257	3.13e-22	99.8	48.47
KAE8371401.1	KAF1952835.1	34.804	204	119	6	24	220	34	230	3.37e-22	99.4	50.00
KAE8371401.1	PVI04580.1	30.198	202	130	4	24	220	31	226	3.92e-22	99.0	48.02
KAE8371401.1	EFQ92628.1	31.897	232	141	6	13	236	26	248	4.00e-22	99.0	49.57
KAE8371401.1	KAF1852222.1	32.420	219	135	5	24	236	33	244	4.23e-22	99.0	47.95
KAE8371401.1	XP_018149155.1	33.333	207	119	7	24	222	32	227	4.41e-22	98.6	50.24
KAE8371401.1	KJK74009.1	32.524	206	122	7	24	220	30	227	5.03e-22	98.6	50.49
KAE8371401.1	KAF3384711.1	33.906	233	128	10	24	247	22	237	5.30e-22	98.2	49.36
KAE8371401.1	XP_014555592.1	31.276	243	143	7	20	252	27	255	5.42e-22	98.6	50.62
KAE8371401.1	XP_006961656.1	31.579	209	134	4	19	220	23	229	5.79e-22	98.6	50.72
KAE8371401.1	RZR61267.1	33.005	203	119	6	24	220	32	223	6.03e-22	98.2	50.25
KAE8371401.1	KFA79358.1	33.173	208	129	4	24	226	29	231	7.40e-22	98.2	50.00
KAE8371401.1	KEY74969.1	33.173	208	129	4	24	226	29	231	8.30e-22	98.2	50.00
KAE8371401.1	KID83352.1	31.967	244	136	10	13	244	15	240	8.75e-22	100	48.77
KAE8371401.1	OTA08776.1	31.579	209	134	4	19	220	23	229	9.13e-22	97.8	50.72
KAE8371401.1	PYI14344.1	32.432	222	127	9	24	239	22	226	1.30e-21	97.4	48.20
KAE8371401.1	CRK21695.1	33.880	183	114	3	50	226	34	215	1.43e-21	97.1	48.63
KAE8371401.1	PNP47609.1	31.905	210	130	4	24	226	29	232	1.47e-21	97.4	48.57
KAE8371401.1	XP_018664384.1	31.905	210	130	4	24	226	29	232	1.50e-21	97.4	48.57
KAE8371401.1	KID81881.1	32.039	206	123	7	24	220	30	227	1.70e-21	97.1	50.00
KAE8371401.1	SCV32335.1	31.163	215	132	6	19	226	20	225	1.73e-21	97.1	49.77
KAE8371401.1	KJZ73810.1	30.841	214	125	9	24	222	26	231	1.99e-21	97.1	49.53
KAE8371401.1	XP_024762879.1	31.905	210	130	4	24	226	29	232	2.09e-21	97.1	47.62
KAE8371401.1	ATY64348.1	33.491	212	124	8	24	227	33	235	2.10e-21	100	51.89
KAE8371401.1	PBP22320.1	30.603	232	146	6	23	248	39	261	2.55e-21	97.1	49.57
KAE8371401.1	KFG79123.1	32.524	206	122	7	24	220	30	227	2.60e-21	96.7	49.03
KAE8371401.1	XP_007819451.1	32.039	206	123	7	24	220	30	227	2.79e-21	96.7	50.00
KAE8371401.1	PQK15910.1	29.365	252	160	7	1	249	6	242	3.14e-21	96.3	46.43
KAE8371401.1	XP_007813173.1	30.244	205	129	6	24	220	30	228	3.40e-21	96.3	49.27
KAE8371401.1	TGO25174.1	33.166	199	115	6	24	213	41	230	3.50e-21	96.7	53.27
KAE8371401.1	THV55801.1	33.166	199	115	6	24	213	41	230	3.58e-21	96.7	53.27
KAE8371401.1	XP_001556792.1	33.166	199	115	6	24	213	41	230	4.05e-21	96.7	53.27
KAE8371401.1	PBP24814.1	30.603	232	146	6	23	248	39	261	4.42e-21	96.3	49.57
KAE8371401.1	KAF3003422.1	29.528	254	139	9	17	236	324	571	4.83e-21	99.4	48.03
KAE8371401.1	TVY12542.1	33.862	189	112	4	30	210	44	227	5.38e-21	95.1	51.85
KAE8371401.1	TGO39091.1	33.166	199	115	6	24	213	41	230	5.76e-21	96.3	53.27
KAE8371401.1	XP_014072436.1	31.754	211	128	7	20	220	27	231	5.84e-21	95.9	52.61
KAE8371401.1	TGO59076.1	32.663	199	116	6	24	213	41	230	7.23e-21	95.9	52.76
KAE8371401.1	XP_014543672.1	31.553	206	124	7	24	220	30	227	8.47e-21	95.5	49.51
KAE8371401.1	OOQ84584.1	30.052	193	124	2	24	210	22	209	9.86e-21	95.1	48.70
KAE8371401.1	KHN98356.1	30.213	235	147	7	3	226	6	234	1.04e-20	95.1	50.64
KAE8371401.1	TQV91316.1	32.195	205	126	7	26	224	32	229	2.00e-20	94.4	49.27
KAE8371401.1	PSN67656.1	32.178	202	131	2	23	218	33	234	2.01e-20	94.4	45.05
KAE8371401.1	OJJ54227.1	27.985	268	171	8	1	253	1	261	2.20e-20	94.4	43.28
KAE8371401.1	XP_013946139.1	31.429	210	131	4	24	226	29	232	2.34e-20	94.4	47.14
KAE8371401.1	XP_024750773.1	30.622	209	136	4	19	220	23	229	2.52e-20	94.4	50.24
KAE8371401.1	CAA55477.1	32.843	204	122	8	24	220	30	225	2.63e-20	94.0	50.98
KAE8371401.1	XP_025545977.1	29.565	230	148	6	24	247	20	241	2.72e-20	94.0	49.13
KAE8371401.1	KAB8225630.1	30.705	241	143	10	18	249	19	244	3.87e-20	93.2	48.96
KAE8371401.1	OJJ05180.1	30.126	239	144	9	24	248	24	253	4.90e-20	93.2	48.12
KAE8371401.1	TGO70222.1	32.161	199	117	6	24	213	41	230	5.08e-20	93.6	52.76
KAE8371401.1	XP_026608155.1	29.297	256	148	9	22	248	16	267	7.61e-20	93.2	46.48
KAE8371401.1	CEJ82052.1	32.353	204	122	7	15	210	17	212	9.43e-20	92.4	47.55
KAE8371401.1	XP_007823967.2	31.301	246	144	9	13	244	15	249	1.06e-19	95.1	44.72
KAE8371401.1	EXU97722.1	31.301	246	144	9	13	244	15	249	1.07e-19	95.1	44.72
KAE8371401.1	EIT75269.1	28.333	240	160	8	10	247	13	242	1.22e-19	92.0	49.17
KAE8371401.1	TVY64350.1	30.476	210	129	6	20	220	39	240	1.29e-19	92.4	51.90
KAE8371401.1	PBP16488.1	29.381	194	126	3	22	210	26	213	1.69e-19	92.4	47.94
KAE8371401.1	KID89002.1	29.333	225	123	7	24	220	30	246	1.89e-19	92.0	46.22
KAE8371401.1	RAQ41915.1	29.680	219	145	7	10	226	5	216	2.12e-19	91.3	50.23
KAE8371401.1	OOO14170.1	29.680	219	145	7	10	226	13	224	2.74e-19	91.3	50.23
KAE8371401.1	CEJ93190.1	32.432	185	110	6	24	204	29	202	3.18e-19	90.1	48.11
KAE8371401.1	KXJ85241.1	29.185	233	151	5	24	248	33	259	3.65e-19	91.3	46.35
KAE8371401.1	KAF2439829.1	32.536	209	127	7	24	226	29	229	4.16e-19	90.9	50.24
KAE8371401.1	KID59706.1	29.130	230	149	6	13	235	15	237	4.16e-19	93.6	45.65
KAE8371401.1	TVY33961.1	31.220	205	118	5	24	220	36	225	5.14e-19	90.5	50.73
KAE8371401.1	XP_025437781.1	32.174	230	116	9	24	249	22	215	6.53e-19	89.4	44.35
KAE8371401.1	KXJ85554.1	27.500	240	152	7	24	251	41	270	8.48e-19	90.1	46.25
KAE8371401.1	XP_025494628.1	31.977	172	105	5	24	188	23	189	8.63e-19	88.6	51.74
KAE8371401.1	XP_022392614.1	33.493	209	120	6	22	220	21	220	1.01e-18	89.7	51.20
KAE8371401.1	KAE8322179.1	29.583	240	145	10	19	249	20	244	1.68e-18	89.0	47.50
KAE8371401.1	EXV01861.1	29.493	217	118	6	24	210	30	241	1.69e-18	89.7	44.24
KAE8371401.1	RKP13244.1	33.679	193	114	8	24	210	13	197	2.04e-18	87.8	48.19
KAE8371401.1	KAF2684235.1	31.507	219	136	8	10	220	4	216	2.25e-18	88.6	51.60
KAE8371401.1	KJK73735.1	30.952	210	130	7	24	226	40	241	2.90e-18	90.1	48.57
KAE8371401.1	CEN62071.1	30.049	203	130	5	24	220	21	217	3.14e-18	88.2	47.29
KAE8371401.1	KAF1978795.1	34.434	212	118	9	24	226	31	230	3.88e-18	88.2	49.06
KAE8371401.1	KID84458.1	32.850	207	119	7	24	220	30	226	5.19e-18	87.8	49.76
